planet_name,host_star_name,system_star_number,sytem_planet_number,system_moon_number,discovery_year,discovery_facility,planet_controvercial_flag,planet_orbital_period_days,planet_radius_earth_radii,planet_mass_earth_mass,planet_orbit_eccentricity,star_temperature_kelvin,star_radius_solar_radii,star_mass_solar_mass,system_distance_parsecs
HR 810 b,HR 810,1,1,0,1999,La Silla Observatory,0,302.79999,null,null,0.14,6167.0,1.13,1.34,17.3181
HR 810 b,HR 810,1,1,0,1999,La Silla Observatory,0,332.0,null,1970.53612,0.04,null,null,null,17.3181
HR 810 b,HR 810,1,1,0,1999,La Silla Observatory,0,312.0,null,null,0.15,null,null,1.03,17.3181
HR 858 b,HR 858,2,3,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,3.58599,2.085,null,0.3,6201.0,1.31,1.15,31.964
HR 858 b,HR 858,2,3,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,3.58529,1.771,null,null,6308.31,1.28,null,31.964
HR 858 c,HR 858,2,3,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,5.97293,1.939,null,0.19,6201.0,1.31,1.15,31.964
HR 858 c,HR 858,2,3,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,5.97391245,2.392,null,null,6308.31,1.28,null,31.964
HR 858 d,HR 858,2,3,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,11.23,2.164,null,0.28,6201.0,1.31,1.15,31.964
HR 858 d,HR 858,2,3,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,11.23046048,2.075,null,null,6308.31,1.28,null,31.964
HR 8799 b,HR 8799,1,4,0,2008,Gemini Observatory,0,166510.17,null,null,null,null,null,1.51,41.2441
HR 8799 b,HR 8799,1,4,0,2008,Gemini Observatory,0,null,6.725,null,null,7204.58,1.49,1.61,41.2441
HR 8799 b,HR 8799,1,4,0,2008,Gemini Observatory,0,170000.0,13.0,2000.0,null,null,null,1.5,41.2441
HR 8799 b,HR 8799,1,4,0,2008,Gemini Observatory,0,171667.5,null,null,null,7204.58,1.49,1.61,41.2441
HR 8799 c,HR 8799,1,4,0,2008,Gemini Observatory,0,67571.25,null,null,0.5,7204.58,1.49,1.61,41.2441
HR 8799 c,HR 8799,1,4,0,2008,Gemini Observatory,0,83255.09,null,null,null,null,null,1.51,41.2441
HR 8799 c,HR 8799,1,4,0,2008,Gemini Observatory,0,null,11.209,null,null,7204.58,1.49,1.61,41.2441
HR 8799 c,HR 8799,1,4,0,2008,Gemini Observatory,0,69000.0,13.0,3000.0,null,null,null,1.5,41.2441
HR 8799 d,HR 8799,1,4,0,2008,W. M. Keck Observatory,0,null,10.088,null,null,7204.58,1.49,1.61,41.2441
HR 8799 d,HR 8799,1,4,0,2008,W. M. Keck Observatory,0,null,null,null,0.6,7204.58,1.49,1.61,41.2441
HR 8799 d,HR 8799,1,4,0,2008,W. M. Keck Observatory,0,41627.54,null,null,null,null,null,1.51,41.2441
HR 8799 d,HR 8799,1,4,0,2008,W. M. Keck Observatory,0,37000.0,13.0,3000.0,null,null,null,1.5,41.2441
HR 8799 e,HR 8799,1,4,0,2010,W. M. Keck Observatory,0,20815.6,null,null,null,null,null,1.51,41.2441
HR 8799 e,HR 8799,1,4,0,2010,W. M. Keck Observatory,0,null,10.088,null,null,7204.58,1.49,1.61,41.2441
HR 8799 e,HR 8799,1,4,0,2010,W. M. Keck Observatory,0,18000.0,null,null,null,7204.58,1.49,1.61,41.2441
HR 8799 e,HR 8799,1,4,0,2010,W. M. Keck Observatory,0,null,13.115,3178.3,0.15,7400.0,null,null,41.2441
HS Psc b,HS Psc,1,1,0,2024,McDonald Observatory,0,3.986,null,null,0.27,4203.0,0.65,0.69,37.6604
HU Aqr AB b,HU Aqr,2,2,0,2011,Yunnan Astronomical Observatory,1,2390.0,null,null,0.0,null,null,0.88,null
HU Aqr AB c,HU Aqr,2,2,0,2011,Yunnan Astronomical Observatory,1,4368.0,null,null,0.51,null,null,0.88,null
IC 4651 9122 b,IC 4651 9122,1,1,0,2018,La Silla Observatory,0,734.0,null,null,0.18,null,null,2.1,859.324
IRAS 04125+2902 b,IRAS 04125+2902,2,1,0,2024,Transiting Exoplanet Survey Satellite (TESS),0,8.834978,10.738,null,null,4080.0,1.45,0.7,159.244
IRAS 04125+2902 b,IRAS 04125+2902,2,1,0,2024,Transiting Exoplanet Survey Satellite (TESS),0,8.8349261,9.06,null,null,3303.0,1.15,null,159.244
ITG 15 b,ITG 15 A,2,1,0,2024,European Space Agency (ESA) Gaia Satellite,0,null,null,6674.39655,null,null,null,null,136.37
K2-10 b,K2-10,1,1,0,2015,K2,0,19.30691,3.92,null,null,5647.0,0.93,0.94,272.36
K2-10 b,K2-10,1,1,0,2015,K2,0,19.30481,2.98,null,null,null,0.72,null,272.36
K2-10 b,K2-10,1,1,0,2015,K2,0,19.3044,3.84,27.0,0.31,5620.0,0.98,0.92,272.36
K2-10 b,K2-10,1,1,0,2015,K2,0,19.307044,3.735,null,null,5638.0,0.9,0.96,272.36
K2-10 b,K2-10,1,1,0,2015,K2,0,19.3037,4.37,null,null,5581.0,1.08,0.92,272.36
K2-10 b,K2-10,1,1,0,2015,K2,0,19.307107,3.83,null,null,5454.0,0.86,null,272.36
K2-10 b,K2-10,1,1,0,2015,K2,0,19.292062,null,null,null,5533.0,0.97,0.97,272.36
K2-100 b,K2-100,1,1,0,2016,K2,0,1.673918,4.67,null,null,null,1.57,null,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.67344228,null,null,null,6115.49,1.22,1.15,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.673916,3.5,null,0.24,6120.0,1.19,1.18,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.6739,null,null,null,6115.49,1.22,1.15,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.6739024,3.45,null,0.0,6120.0,1.19,1.18,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.6739035,3.88,21.8,0.0,5945.0,1.24,1.15,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.673833,3.59,null,null,6168.0,1.22,1.23,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.674,null,null,null,6115.49,1.22,1.15,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.673847,3.6,null,null,null,1.23,null,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.673737,1.52,null,null,null,1.27,null,188.959
K2-100 b,K2-100,1,1,0,2016,K2,0,1.6739029,3.444,null,null,6115.5,1.22,null,188.959
K2-101 b,K2-101,1,1,0,2016,K2,0,14.67665,1.94,null,null,null,0.68,null,188.33
K2-101 b,K2-101,1,1,0,2016,K2,0,14.677214,2.194,null,null,4942.0,0.77,0.83,188.33
K2-101 b,K2-101,1,1,0,2016,K2,0,14.675828,1.85,null,null,null,0.72,null,188.33
K2-101 b,K2-101,1,1,0,2016,K2,0,14.677286,2.0,null,0.1,4819.0,0.73,0.8,188.33
K2-101 b,K2-101,1,1,0,2016,K2,0,14.6843,null,null,null,4695.41,0.8,0.75,188.33
K2-101 b,K2-101,1,1,0,2016,K2,0,14.6762429,2.0,null,null,4927.0,0.76,0.82,188.33
K2-101 b,K2-101,1,1,0,2016,K2,0,14.66146147,null,null,null,4695.41,0.8,0.75,188.33
K2-102 b,K2-102,1,1,0,2016,K2,0,9.915615,1.3,null,0.1,4695.0,0.71,0.77,188.175
K2-102 b,K2-102,1,1,0,2016,K2,0,9.9147,null,null,null,4638.0,0.77,0.74,188.175
K2-104 b,K2-104,1,1,0,2016,K2,0,1.9741954,1.79,null,null,3712.0,0.48,0.51,189.289
K2-104 b,K2-104,1,1,0,2016,K2,0,1.974991,null,null,null,3820.0,0.48,null,189.289
K2-104 b,K2-104,1,1,0,2016,K2,0,1.9741,null,null,null,3578.0,0.5,0.5,189.289
K2-104 b,K2-104,1,1,0,2016,K2,0,1.97419,1.9,null,0.18,3660.0,0.48,0.51,189.289
K2-104 b,K2-104,1,1,0,2016,K2,0,1.974,null,null,null,3578.0,0.5,0.5,189.289
K2-104 b,K2-104,1,1,0,2016,K2,0,1.974202,2.43,null,null,null,0.56,null,189.289
K2-104 b,K2-104,1,1,0,2016,K2,0,1.974238,1.96,null,0.09,3546.46,0.49,0.43,189.289
K2-104 b,K2-104,1,1,0,2016,K2,0,1.974172,0.99,null,null,null,0.3,null,189.289
K2-105 b,K2-105,1,1,0,2017,K2,0,8.26679,3.407,null,null,5475.0,0.91,0.96,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.267084,3.5,null,null,null,0.98,null,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.26698,3.55,null,null,null,0.95,null,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.2669897,null,null,0.0,5636.0,0.97,null,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.267,null,null,null,5411.15,0.92,0.94,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.266902,3.59,30.0,null,5434.0,0.95,1.01,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.2669928,3.59,null,null,5636.0,0.97,1.05,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.267704,3.37,null,null,5464.0,0.91,0.99,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.26345949,null,null,null,5411.15,0.92,0.94,197.989
K2-105 b,K2-105,1,1,0,2017,K2,0,8.2669589,3.448,null,null,5411.1,0.92,null,197.989
K2-107 b,K2-107,1,1,0,2017,K2,0,3.31392,16.141,266.9772,0.0,6030.0,1.78,1.3,685.2
K2-107 b,K2-107,1,1,0,2017,K2,0,3.313944,14.4,null,null,null,1.73,null,685.2
K2-107 b,K2-107,1,1,0,2017,K2,0,3.3139095,17.38,null,null,null,1.91,null,685.2
K2-107 b,K2-107,1,1,0,2017,K2,0,3.313921,12.043,null,null,6178.0,1.33,1.26,685.2
K2-107 b,K2-107,1,1,0,2017,K2,0,3.3139151,null,null,null,6030.0,1.78,1.3,685.2
K2-107 b,K2-107,1,1,0,2017,K2,0,3.313959,15.98,null,null,6061.0,1.81,1.3,685.2
K2-108 b,K2-108,1,1,0,2017,K2,0,4.73355751,5.385,null,null,5496.0,1.76,null,477.295
K2-108 b,K2-108,1,1,0,2017,K2,0,4.73379,7.564,null,null,5414.0,2.31,1.29,477.295
K2-108 b,K2-108,1,1,0,2017,K2,0,4.734,null,null,null,5496.0,1.76,0.96,477.295
K2-108 b,K2-108,1,1,0,2017,K2,0,4.73363,5.81,null,null,null,1.8,null,477.295
K2-108 b,K2-108,1,1,0,2017,K2,0,4.733999,5.33,null,null,5599.0,1.76,1.17,477.295
K2-108 b,K2-108,1,1,0,2017,K2,0,4.734006,5.3,null,null,null,1.77,null,477.295
K2-108 b,K2-108,1,1,0,2017,K2,0,4.73360988,null,null,null,5496.0,1.76,0.96,477.295
K2-108 b,K2-108,1,1,0,2017,K2,0,4.73401,5.28,59.4,0.18,5474.0,1.75,1.12,477.295
K2-11 b,K2-11,1,1,0,2015,K2,0,39.8478,2.42,null,null,5264.0,0.83,0.89,329.309
K2-11 b,K2-11,1,1,0,2015,K2,0,39.863566,2.47,null,null,5133.0,0.78,null,329.309
K2-11 b,K2-11,1,1,0,2015,K2,0,39.93767,7.55,null,null,5433.0,5.15,1.35,329.309
K2-11 b,K2-11,1,1,0,2015,K2,0,39.8642,2.92,null,null,null,0.9,null,329.309
K2-110 b,K2-110,1,1,0,2017,K2,0,13.86375,2.592,16.7,0.079,5010.0,0.71,0.74,116.474
K2-110 b,K2-110,1,1,0,2017,K2,0,13.86375,2.592,15.9,0.13,5010.0,0.71,0.74,116.474
K2-110 b,K2-110,1,1,0,2017,K2,0,13.86391,2.524,null,null,4877.0,0.69,0.72,116.474
K2-110 b,K2-110,1,1,0,2017,K2,0,13.8636,2.55,null,null,null,0.69,null,116.474
K2-110 b,K2-110,1,1,0,2017,K2,0,13.86383,2.5,null,null,null,0.68,null,116.474
K2-110 b,K2-110,1,1,0,2017,K2,0,13.86387,2.56,null,null,4950.0,0.71,0.75,116.474
K2-110 b,K2-110,1,1,0,2017,K2,0,13.85870316,null,null,null,4936.0,0.71,0.81,116.474
K2-110 b,K2-110,1,1,0,2017,K2,0,13.864,null,null,null,4936.0,0.71,0.81,116.474
K2-111 b,K2-111,1,2,0,2017,K2,0,5.3518,1.82,5.29,0.13,5775.0,1.25,0.84,200.394
K2-111 b,K2-111,1,2,0,2017,K2,0,5.35185,1.41,null,null,null,1.27,null,200.394
K2-111 b,K2-111,1,2,0,2017,K2,0,5.351403,1.223,null,null,5741.0,0.92,0.88,200.394
K2-111 b,K2-111,1,2,0,2017,K2,0,5.35117,1.9,8.6,0.0,5730.0,1.23,0.88,200.394
K2-111 b,K2-111,1,2,0,2017,K2,0,5.35161,2.09,null,null,5788.0,1.17,null,200.394
K2-111 b,K2-111,1,2,0,2017,K2,0,5.3518,1.82,5.58,0.1,5775.0,1.25,0.84,200.394
K2-111 c,K2-111,1,2,0,2020,Multiple Observatories,0,15.6805,null,null,0.071,5775.0,1.25,0.84,200.394
K2-111 c,K2-111,1,2,0,2020,Multiple Observatories,0,15.6785,null,null,0.07,5775.0,1.25,0.84,200.394
K2-113 b,K2-113,1,1,0,2017,K2,0,5.817685,12.14,null,null,5660.0,1.24,1.04,635.722
K2-113 b,K2-113,1,1,0,2017,K2,0,5.817649,12.55,null,null,null,1.29,null,635.722
K2-113 b,K2-113,1,1,0,2017,K2,0,5.8176452,11.646,null,null,5633.4,1.22,null,635.722
K2-113 b,K2-113,1,1,0,2017,K2,0,5.8176015,null,null,null,5627.0,1.05,1.01,635.722
K2-113 b,K2-113,1,1,0,2017,K2,0,5.817681,12.5,null,null,null,1.33,null,635.722
K2-113 b,K2-113,1,1,0,2017,K2,0,5.817608,10.424,410.0007,0.0,5627.0,1.05,1.01,635.722
K2-114 b,K2-114,1,1,0,2017,K2,0,11.391,null,null,null,4913.0,0.88,0.81,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.391013,10.67,null,null,5044.0,0.84,0.89,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.39096853,11.198,null,null,5027.0,0.88,null,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.3909344,10.88,null,null,5039.0,0.87,0.89,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.38576954,null,null,null,4913.0,0.88,0.81,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.390931,10.592,638.8351,0.079,4899.0,0.83,0.86,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.39109,10.559,587.9855,0.0,5027.0,0.83,0.83,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.391432,11.1,null,null,null,0.9,null,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.3909311,10.447,638.8351,0.081,4920.0,0.82,0.86,475.758
K2-114 b,K2-114,1,1,0,2017,K2,0,11.390955,10.71,null,null,null,0.85,null,475.758
K2-115 b,K2-115,1,1,0,2017,K2,0,20.272,null,null,null,5742.0,0.86,1.03,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.27285,11.55,null,null,null,0.83,null,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.2729914,11.803,321.00669,0.063,5870.0,0.85,0.92,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.272615,12.06,null,null,5657.0,0.88,0.95,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.272602,11.5,null,null,null,0.86,null,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.27362337,null,null,null,5742.0,0.86,1.03,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.273017,null,null,null,5657.0,0.88,0.95,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.272992,null,null,null,null,null,null,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.273034,12.498,266.9772,0.137,5560.0,0.88,0.83,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.2729861,null,null,0.14,5560.0,0.88,0.83,413.591
K2-115 b,K2-115,1,1,0,2017,K2,0,20.2730282,10.439,null,null,5742.0,0.86,null,413.591
K2-116 b,K2-116,1,1,0,2017,K2,0,4.6556782,0.814,null,null,4264.0,0.66,null,49.3855
K2-116 b,K2-116,1,1,0,2017,K2,0,4.654879,null,null,null,4348.35,0.67,0.69,49.3855
K2-116 b,K2-116,1,1,0,2017,K2,0,4.655335,0.719,null,null,4547.0,0.69,0.73,49.3855
K2-116 b,K2-116,1,1,0,2017,K2,0,4.655411,0.69,null,0.06,4348.35,0.67,0.69,49.3855
K2-117 b,K2-117,1,2,0,2017,K2,0,1.291563,2.03,null,null,3676.0,0.51,0.53,101.632
K2-117 b,K2-117,1,2,0,2017,K2,0,1.291505,1.96,null,0.06,3842.12,0.49,0.58,101.632
K2-117 b,K2-117,1,2,0,2017,K2,0,1.291651,2.1,null,null,null,0.52,null,101.632
K2-117 b,K2-117,1,2,0,2017,K2,0,1.29160336,2.451,null,null,3689.0,0.51,null,101.632
K2-117 b,K2-117,1,2,0,2017,K2,0,1.291605,1.74,null,null,null,0.4,null,101.632
K2-117 b,K2-117,1,2,0,2017,K2,0,1.2916,2.03,null,null,3778.0,0.51,0.54,101.632
K2-117 b,K2-117,1,2,0,2017,K2,0,1.291626,null,null,null,3689.0,0.51,0.51,101.632
K2-117 b,K2-117,1,2,0,2017,K2,0,1.292,null,null,null,3689.0,0.51,0.51,101.632
K2-117 c,K2-117,1,2,0,2017,K2,0,5.44425,1.94,null,null,3676.0,0.51,0.53,101.632
K2-117 c,K2-117,1,2,0,2017,K2,0,5.444017,2.06,null,null,3778.0,0.51,0.54,101.632
K2-117 c,K2-117,1,2,0,2017,K2,0,5.44482,2.03,null,0.15,3842.12,0.49,0.58,101.632
K2-117 c,K2-117,1,2,0,2017,K2,0,5.443984,2.1,null,null,null,0.52,null,101.632
K2-117 c,K2-117,1,2,0,2017,K2,0,5.44425,1.75,null,null,null,0.4,null,101.632
K2-118 b,K2-118,1,1,0,2017,K2,0,50.92092,2.54,null,0.2,4726.29,0.73,0.76,321.722
K2-118 b,K2-118,1,1,0,2017,K2,0,50.9254,2.48,null,null,null,0.7,null,321.722
K2-119 b,K2-119,1,1,0,2017,K2,0,7.727283,2.53,null,null,4740.0,0.71,0.76,365.581
K2-119 b,K2-119,1,1,0,2017,K2,0,7.728578,2.29,null,0.07,4752.8,0.68,0.76,365.581
K2-119 b,K2-119,1,1,0,2017,K2,0,7.72651124,null,null,null,4525.0,0.74,0.71,365.581
K2-119 b,K2-119,1,1,0,2017,K2,0,7.728,null,null,null,4525.0,0.74,0.71,365.581
K2-119 b,K2-119,1,1,0,2017,K2,0,7.727574,2.6,null,null,null,0.71,null,365.581
K2-119 b,K2-119,1,1,0,2017,K2,0,7.7285,2.16,null,null,null,0.59,null,365.581
K2-12 b,K2-12,1,1,0,2015,K2,0,8.28176,2.72,null,null,6177.0,1.31,1.18,326.381
K2-12 b,K2-12,1,1,0,2015,K2,0,8.2824161,2.14,null,null,5615.0,0.92,null,326.381
K2-12 b,K2-12,1,1,0,2015,K2,0,8.282455,2.188,null,null,5663.0,1.01,0.94,326.381
K2-12 b,K2-12,1,1,0,2015,K2,0,8.28212,2.33,null,null,5800.0,1.01,1.01,326.381
K2-12 b,K2-12,1,1,0,2015,K2,0,8.28246,2.44,5.2,0.5,5672.0,1.12,0.96,326.381
K2-12 b,K2-12,1,1,0,2015,K2,0,8.28192,2.48,null,null,null,1.08,null,326.381
K2-121 b,K2-121,1,1,0,2017,K2,0,5.186,null,null,null,4664.8,0.65,0.74,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.185758,7.44,null,null,null,0.64,null,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.185761,7.5,null,null,4551.0,0.68,0.72,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.185972,null,null,null,4664.8,0.65,0.74,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.185759,7.644,null,null,4695.0,0.69,0.73,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.185768,7.504,null,null,4664.8,0.65,null,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.185754,9.12,null,0.22,4471.38,0.77,0.71,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.185743,7.7,null,null,null,0.71,null,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.1857539,7.52,null,null,4690.0,0.67,0.69,169.398
K2-121 b,K2-121,1,1,0,2017,K2,0,5.1857532,null,null,0.22,4471.38,0.77,0.71,169.398
K2-122 b,K2-122,2,1,0,2017,K2,0,2.219368,1.17,null,null,null,0.53,null,72.0444
K2-122 b,K2-122,2,1,0,2017,K2,0,2.21944122,null,null,null,3807.0,0.61,0.6,72.0444
K2-122 b,K2-122,2,1,0,2017,K2,0,2.219315,1.22,null,null,3903.0,0.61,0.64,72.0444
K2-122 b,K2-122,2,1,0,2017,K2,0,2.219282,1.21,null,null,4027.0,0.6,0.62,72.0444
K2-122 b,K2-122,2,1,0,2017,K2,0,2.2193023,1.16,null,null,4009.0,0.59,0.63,72.0444
K2-122 b,K2-122,2,1,0,2017,K2,0,2.219405,1.28,null,0.21,3993.36,0.59,0.63,72.0444
K2-122 b,K2-122,2,1,0,2017,K2,0,2.219225,1.3,null,null,null,0.63,null,72.0444
K2-122 b,K2-122,2,1,0,2017,K2,0,2.219,null,null,null,3807.0,0.61,0.6,72.0444
K2-123 b,K2-123,1,1,0,2017,K2,0,30.96028326,null,null,null,3856.0,0.61,0.6,161.555
K2-123 b,K2-123,1,1,0,2017,K2,0,30.951524,2.76,null,null,4035.0,0.59,0.62,161.555
K2-123 b,K2-123,1,1,0,2017,K2,0,30.956763,2.65,null,0.06,4075.67,0.57,0.65,161.555
K2-123 b,K2-123,1,1,0,2017,K2,0,30.954,3.07,null,null,null,0.64,null,161.555
K2-123 b,K2-123,1,1,0,2017,K2,0,30.953,null,null,null,3856.0,0.61,0.6,161.555
K2-123 b,K2-123,1,1,0,2017,K2,0,30.954222,2.5,null,null,4040.0,0.6,null,161.555
K2-123 b,K2-123,1,1,0,2017,K2,0,30.952606,3.0,null,null,null,0.64,null,161.555
K2-123 b,K2-123,1,1,0,2017,K2,0,30.9542,2.66,null,null,3880.0,0.59,0.61,161.555
K2-124 b,K2-124,1,1,0,2017,K2,0,6.414,null,null,null,3471.0,0.41,0.4,140.385
K2-124 b,K2-124,1,1,0,2017,K2,0,6.413651,2.9,null,null,3570.0,0.39,0.39,140.385
K2-124 b,K2-124,1,1,0,2017,K2,0,6.414008,2.9,null,null,3620.0,0.39,null,140.385
K2-124 b,K2-124,1,1,0,2017,K2,0,6.413718,2.6,null,null,null,0.35,null,140.385
K2-124 b,K2-124,1,1,0,2017,K2,0,6.41362,2.36,null,null,null,0.3,null,140.385
K2-124 b,K2-124,1,1,0,2017,K2,0,6.413539,2.64,null,0.08,3560.7,0.34,0.44,140.385
K2-124 b,K2-124,1,1,0,2017,K2,0,6.413766,3.03,null,null,3560.0,0.41,0.43,140.385
K2-125 b,K2-125,1,1,0,2017,K2,0,21.750264,2.18,null,0.08,3654.47,0.4,0.49,124.156
K2-126 b,K2-126,1,1,0,2017,K2,0,7.385655,1.97,null,null,4339.0,0.65,0.69,102.953
K2-126 b,K2-126,1,1,0,2017,K2,0,7.387066,1.795,null,null,4396.0,0.59,0.61,102.953
K2-126 b,K2-126,1,1,0,2017,K2,0,7.38795716,null,null,null,4259.0,0.67,0.67,102.953
K2-126 b,K2-126,1,1,0,2017,K2,0,7.385453,2.0,null,null,null,0.66,null,102.953
K2-126 b,K2-126,1,1,0,2017,K2,0,7.38711,1.92,null,null,null,0.62,null,102.953
K2-126 b,K2-126,1,1,0,2017,K2,0,7.387,null,null,null,4259.0,0.67,0.67,102.953
K2-126 b,K2-126,1,1,0,2017,K2,0,7.387073,1.84,null,0.06,4367.83,0.62,0.7,102.953
K2-127 b,K2-127,1,1,0,2017,K2,0,3.588,null,null,null,5036.0,0.98,0.84,709.999
K2-127 b,K2-127,1,1,0,2017,K2,0,3.588163,8.37,null,null,4575.0,0.66,0.72,709.999
K2-127 b,K2-127,1,1,0,2017,K2,0,3.588162,12.72,null,null,null,0.98,null,709.999
K2-127 b,K2-127,1,1,0,2017,K2,0,3.588158,9.1,null,null,null,0.75,null,709.999
K2-127 b,K2-127,1,1,0,2017,K2,0,3.588165,8.66,null,0.12,4387.84,0.68,0.7,709.999
K2-128 b,K2-128,1,1,0,2017,K2,0,5.675819,1.42,null,0.23,4469.51,0.78,0.71,114.637
K2-128 b,K2-128,1,1,0,2017,K2,0,5.67556,1.117,null,null,null,0.58,null,114.637
K2-128 b,K2-128,1,1,0,2017,K2,0,5.675814,1.203,null,null,4621.0,0.65,0.69,114.637
K2-129 b,K2-129,1,1,0,2017,K2,0,8.23981,0.661,null,null,null,0.21,null,27.7957
K2-129 b,K2-129,1,1,0,2017,K2,0,8.239493,1.04,null,0.13,3459.09,0.36,0.36,27.7957
K2-13 b,K2-13,1,1,0,2015,K2,0,40.062771,2.29,null,null,5508.0,0.88,null,342.394
K2-13 b,K2-13,1,1,0,2015,K2,0,40.0603,2.7,null,null,5727.0,1.09,0.94,342.394
K2-13 b,K2-13,1,1,0,2015,K2,0,39.91488,1.89,null,null,5698.0,0.78,0.8,342.394
K2-130 b,K2-130,1,1,0,2017,K2,0,2.49412,1.25,null,0.17,4356.47,0.74,0.7,118.011
K2-130 b,K2-130,1,1,0,2017,K2,0,2.494206,1.22,null,null,null,0.66,null,118.011
K2-130 b,K2-130,1,1,0,2017,K2,0,2.494161,1.062,null,null,4528.0,0.64,0.68,118.011
K2-131 b,K2-131,1,1,0,2017,K2,0,0.36930572,2.134,null,null,5129.0,0.76,null,152.509
K2-131 b,K2-131,1,1,0,2017,K2,0,0.3693038,1.69,7.9,0.0,5120.0,0.76,0.8,152.509
K2-131 b,K2-131,1,1,0,2017,K2,0,0.36931,1.7,null,null,5245.0,0.75,0.84,152.509
K2-131 b,K2-131,1,1,0,2017,K2,0,0.3693038,1.81,6.5,0.0,5200.0,0.81,0.84,152.509
K2-131 b,K2-131,1,1,0,2017,K2,0,0.369311,1.5,null,null,5200.0,0.81,null,152.509
K2-131 b,K2-131,1,1,0,2017,K2,0,0.369,1.651,6.3,null,5200.0,0.74,0.79,152.509
K2-131 b,K2-131,1,1,0,2017,K2,0,0.369311,1.762,null,null,5113.0,0.77,0.8,152.509
K2-132 b,K2-132,1,1,0,2017,K2,0,9.172616,null,null,0.29,4840.0,3.85,1.08,609.818
K2-132 b,K2-132,1,1,0,2017,K2,0,9.173866,6.865,null,null,5035.0,2.16,0.98,609.818
K2-132 b,K2-132,1,1,0,2017,K2,0,9.1708,12.207,157.32585,0.29,4878.0,4.11,1.19,609.818
K2-132 b,K2-132,1,1,0,2017,K2,0,null,14.572,155.7367,0.36,null,3.85,1.08,609.818
K2-132 b,K2-132,1,1,0,2017,K2,0,9.1751,14.572,155.7367,null,4840.0,3.85,1.08,609.818
K2-132 b,K2-132,1,1,0,2017,K2,0,9.1720535,9.029,null,null,4933.0,3.79,null,609.818
K2-133 b,K2-133,1,4,0,2017,K2,0,3.07133,1.34,null,null,3655.0,0.46,0.46,75.1703
K2-133 b,K2-133,1,4,0,2017,K2,0,3.0712,1.31,null,null,3655.0,0.47,0.51,75.1703
K2-133 c,K2-133,1,4,0,2017,K2,0,4.8682,1.48,null,null,3655.0,0.47,0.51,75.1703
K2-133 c,K2-133,1,4,0,2017,K2,0,4.86784,1.603,null,null,3655.0,0.46,0.46,75.1703
K2-133 d,K2-133,1,4,0,2017,K2,0,11.0248821,2.468,null,null,3798.0,0.46,null,75.1703
