planet_name,host_star_name,system_star_number,sytem_planet_number,system_moon_number,discovery_year,discovery_facility,planet_controvercial_flag,planet_orbital_period_days,planet_radius_earth_radii,planet_mass_earth_mass,planet_orbit_eccentricity,star_temperature_kelvin,star_radius_solar_radii,star_mass_solar_mass,system_distance_parsecs
BD-08 2823 c,BD-08 2823,1,2,0,2009,La Silla Observatory,0,237.6,null,null,0.19,4746.0,null,0.74,41.3342
BD-10 3166 b,BD-10 3166,1,1,0,2000,W. M. Keck Observatory,0,3.48777,null,null,0.019,5393.0,null,1.01,84.4069
BD-10 3166 b,BD-10 3166,1,1,0,2000,W. M. Keck Observatory,0,3.48777,null,null,0.02,5393.0,0.91,1.47,84.4069
BD-10 3166 b,BD-10 3166,1,1,0,2000,W. M. Keck Observatory,0,3.487,null,null,0.05,5400.0,null,1.1,84.4069
BD-10 3166 b,BD-10 3166,1,1,0,2000,W. M. Keck Observatory,0,3.487905,null,null,0.022,5382.64,0.97,1.0,84.4069
BD-11 4672 b,BD-11 4672,1,2,0,2014,La Silla Observatory,0,1667.0,null,null,0.05,4475.0,0.52,0.57,27.1665
BD-11 4672 b,BD-11 4672,1,2,0,2014,La Silla Observatory,0,1634.0,null,null,0.05,4550.0,0.64,0.65,27.1665
BD-11 4672 c,BD-11 4672,1,2,0,2020,Roque de los Muchachos Observatory,0,74.2,null,null,0.4,4550.0,0.64,0.65,27.1665
BD-13 2130 b,BD-13 2130,1,1,0,2007,La Silla Observatory,0,714.29999,null,null,0.21,4545.0,19.17,2.12,925.214
BD-13 2130 b,BD-13 2130,1,1,0,2007,La Silla Observatory,0,714.3,null,null,0.21,null,null,2.4,925.214
BD-14 3065 b,BD-14 3065 A,3,1,0,2024,Transiting Exoplanet Survey Satellite (TESS),0,4.2889696,20.711,null,null,6736.9,2.61,null,589.423
BD-14 3065 b,BD-14 3065 A,3,1,0,2024,Transiting Exoplanet Survey Satellite (TESS),0,4.2889731,21.59,3932.0,0.066,6935.0,2.35,1.41,589.423
BD-17 63 b,BD-17 63,1,1,0,2008,La Silla Observatory,0,655.6,null,null,0.54,4714.0,0.69,0.74,34.4603
BD-17 63 b,BD-17 63,1,1,0,2008,La Silla Observatory,0,649.0,null,1366.66215,0.28,null,null,null,34.4603
BD-17 63 b,BD-17 63,1,1,0,2008,La Silla Observatory,0,655.59998,null,null,0.54,4665.0,0.74,0.31,34.4603
BD-17 63 b,BD-17 63,1,1,0,2008,La Silla Observatory,0,655.57,null,1639.99458,0.5439,null,null,0.74,34.4603
BD-210397 b,BD-210397,1,2,0,2023,La Silla Observatory,0,1891.0,null,null,0.1,4051.0,0.75,0.68,23.7324
BD-210397 c,BD-210397,1,2,0,2023,La Silla Observatory,0,6360.0,null,null,0.1,4051.0,0.75,0.68,23.7324
BD-210397 c,BD-210397,1,2,0,2023,La Silla Observatory,0,6240.0,null,1525.57635,0.43,null,null,0.69,23.7324
Barnard b,Barnard's star,1,1,0,2024,Paranal Observatory,0,3.1533,null,null,0.16,3195.0,0.18,0.16,1.82655
CD Cet b,CD Cet,1,1,0,2020,Calar Alto Observatory,0,2.2907,null,null,null,3130.0,0.17,0.16,8.60715
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,0,2011,W. M. Keck Observatory,0,10037.5,null,3337.1,null,580.5,null,0.02,null
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,0,2021,Hubble Space Telescope,0,8040000.0,20.849,2479.06157,null,2320.0,0.24,0.01,null
CHXR 73 b,CHXR 73,1,1,0,2006,Hubble Space Telescope,0,null,null,3994.486,null,null,null,0.35,190.374
CI Tau c,CI Tau,1,1,0,2024,Multiple Observatories,0,25.2,null,null,0.58,null,null,null,157.998
COCONUTS-2 b,COCONUTS-2 A,1,1,0,2021,NASA Infrared Telescope Facility (IRTF),0,null,12.442,2542.62726,null,3406.0,0.39,0.37,10.8864
COCONUTS-2 b,COCONUTS-2 A,1,1,0,2021,NASA Infrared Telescope Facility (IRTF),0,4.02E8,12.442,2002.31896,null,3406.0,0.39,0.37,10.8864
CT Cha b,CT Cha,1,1,0,2007,Paranal Observatory,0,null,24.66,5403.0,null,null,null,null,190.72
CoRoT-1 b,CoRoT-1,1,1,0,2008,CoRoT,0,1.50897655,15.917,340.0781,0.071,5950.0,null,null,787.909
CoRoT-1 b,CoRoT-1,1,1,0,2008,CoRoT,0,1.5089686,17.385,327.3649,null,5950.0,1.13,0.95,787.909
CoRoT-1 b,CoRoT-1,1,1,0,2008,CoRoT,0,1.5089557,16.589,359.1479,0.0,5950.0,1.14,1.03,787.909
CoRoT-1 b,CoRoT-1,1,1,0,2008,CoRoT,0,1.5089682,19.223,390.9309,0.036,6298.0,1.23,1.22,787.909
CoRoT-1 b,CoRoT-1,1,1,0,2008,CoRoT,0,1.5089635,20.594,null,null,5950.0,1.29,null,787.909
CoRoT-1 b,CoRoT-1,1,1,0,2008,CoRoT,0,1.50896877,null,null,null,null,null,null,787.909
CoRoT-1 b,CoRoT-1,1,1,0,2008,CoRoT,0,1.5089557,16.7,327.35,0.0,5950.0,1.11,0.95,787.909
CoRoT-10 b,CoRoT-10,1,1,0,2010,CoRoT,0,13.2406,10.87,874.0,0.53,5075.0,0.79,0.89,338.386
CoRoT-10 b,CoRoT-10,1,1,0,2010,CoRoT,0,13.2406,10.873,867.6759,0.524,5075.0,0.79,0.89,338.386
CoRoT-10 b,CoRoT-10,1,1,0,2010,CoRoT,0,13.2406,10.548,883.5674,null,5075.0,0.74,0.9,338.386
CoRoT-10 b,CoRoT-10,1,1,0,2010,CoRoT,0,13.23412611,7.385,null,null,5025.0,0.55,null,338.386
CoRoT-11 b,CoRoT-11,1,1,0,2010,CoRoT,0,2.99427803,null,null,null,6440.0,1.37,1.27,655.037
CoRoT-11 b,CoRoT-11,1,1,0,2010,CoRoT,0,2.994325,16.029,832.7146,0.36,6440.0,1.37,1.27,655.037
CoRoT-11 b,CoRoT-11,1,1,0,2010,CoRoT,0,2.99433,15.984,743.7222,null,6440.0,1.37,1.26,655.037
CoRoT-11 b,CoRoT-11,1,1,0,2010,CoRoT,0,2.99328197,21.746,null,null,6343.0,1.59,null,655.037
CoRoT-11 b,CoRoT-11,1,1,0,2010,CoRoT,0,2.994325,15.581,791.3967,0.0,null,1.33,1.23,655.037
CoRoT-11 b,CoRoT-11,1,1,0,2010,CoRoT,0,2.99433,16.03,740.51,0.0,6440.0,1.37,1.27,655.037
CoRoT-11 b,CoRoT-11,1,1,0,2010,CoRoT,0,null,null,null,null,6343.0,1.36,1.56,655.037
CoRoT-12 b,CoRoT-12,1,1,0,2010,CoRoT,0,2.82805268,15.065,277.46559,null,null,1.05,1.0,1126.37
CoRoT-12 b,CoRoT-12,1,1,0,2010,CoRoT,0,2.828042,15.132,281.91521,null,5675.0,1.05,1.02,1126.37
CoRoT-12 b,CoRoT-12,1,1,0,2010,CoRoT,0,2.82803915,17.76,null,null,5675.0,1.04,null,1126.37
CoRoT-12 b,CoRoT-12,1,1,0,2010,CoRoT,0,2.828042,16.141,290.81445,0.05,5675.0,1.12,1.08,1126.37
CoRoT-12 b,CoRoT-12,1,1,0,2010,CoRoT,0,2.828041,null,null,null,5675.0,1.12,1.08,1126.37
CoRoT-12 b,CoRoT-12,1,1,0,2010,CoRoT,0,2.828042,16.14,291.438,0.07,5675.0,1.12,1.08,1126.37
CoRoT-13 b,CoRoT-13,1,1,0,2010,CoRoT,0,4.03519,14.034,416.99296,null,5945.0,1.27,1.09,1148.93
CoRoT-13 b,CoRoT-13,1,1,0,2010,CoRoT,0,4.03515,null,null,null,5945.0,1.01,1.09,1148.93
CoRoT-13 b,CoRoT-13,1,1,0,2010,CoRoT,0,4.03519,9.92,415.704,0.0,5945.0,1.01,1.09,1148.93
CoRoT-13 b,CoRoT-13,1,1,0,2010,CoRoT,0,4.03519,9.92,423.03173,0.067,5945.0,1.01,1.09,1148.93
CoRoT-13 b,CoRoT-13,1,1,0,2010,CoRoT,0,4.03504444,12.533,null,null,5945.0,1.14,null,1148.93
CoRoT-14 b,CoRoT-14,1,1,0,2010,CoRoT,0,1.51214,11.411,2437.7561,null,6035.0,1.19,1.12,1744.6
CoRoT-14 b,CoRoT-14,1,1,0,2010,CoRoT,0,1.51214,12.218,2358.2986,0.036,6040.0,1.21,1.13,1744.6
CoRoT-14 b,CoRoT-14,1,1,0,2010,CoRoT,0,1.51214,12.22,2415.4,0.0,6035.0,1.21,1.13,1744.6
CoRoT-16 b,CoRoT-16,1,1,0,2011,CoRoT,0,5.35227,13.11,170.032,0.33,5650.0,1.19,1.1,732.409
CoRoT-16 b,CoRoT-16,1,1,0,2011,CoRoT,0,5.35227,13.115,168.13207,0.37,5650.0,1.19,1.1,732.409
CoRoT-17 b,CoRoT-17,1,1,0,2011,CoRoT,0,3.7681,11.43,772.29,0.0,5740.0,1.59,1.04,1176.12
CoRoT-17 b,CoRoT-17,1,1,0,2011,CoRoT,0,3.7681,11.287,781.8618,null,5740.0,1.62,1.04,1176.12
CoRoT-17 b,CoRoT-17,1,1,0,2011,CoRoT,0,3.7681,11.433,765.9703,0.081,5740.0,1.59,1.04,1176.12
CoRoT-18 b,CoRoT-18,1,1,0,2011,CoRoT,0,1.9000693,14.68,1102.82,0.08,5440.0,1.0,0.95,764.889
CoRoT-18 b,CoRoT-18,1,1,0,2011,CoRoT,0,1.9000769,null,null,null,5440.0,1.0,0.95,764.889
CoRoT-18 b,CoRoT-18,1,1,0,2011,CoRoT,0,1.9000693,14.022,1039.3041,null,5440.0,0.92,0.86,764.889
CoRoT-18 b,CoRoT-18,1,1,0,2011,CoRoT,0,1.9000693,14.684,1099.6918,0.025,5440.0,1.0,0.95,764.889
CoRoT-18 b,CoRoT-18,1,1,0,2011,CoRoT,0,1.90009,12.846,1048.839,null,null,0.88,0.88,764.889
CoRoT-18 b,CoRoT-18,1,1,0,2011,CoRoT,0,1.90008625,15.05,null,null,5440.0,0.93,null,764.889
CoRoT-19 b,CoRoT-19,1,1,0,2011,CoRoT,0,3.89712026,13.493,null,null,6090.0,1.64,null,790.663
CoRoT-19 b,CoRoT-19,1,1,0,2011,CoRoT,0,3.89713,14.46,352.78,0.047,6090.0,1.65,1.21,790.663
CoRoT-19 b,CoRoT-19,1,1,0,2011,CoRoT,0,3.897131,null,null,null,6090.0,1.65,1.21,790.663
CoRoT-19 b,CoRoT-19,1,1,0,2011,CoRoT,0,3.89713,14.46,367.09365,0.056,6090.0,1.65,1.21,790.663
CoRoT-19 b,CoRoT-19,1,1,0,2011,CoRoT,0,3.8971379,null,null,null,6090.0,1.65,1.21,790.663
CoRoT-19 b,CoRoT-19,1,1,0,2011,CoRoT,0,3.89713,13.339,346.4347,null,6090.0,1.58,1.18,790.663
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.74299906,null,null,null,null,null,null,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.74299705,null,null,null,5696.0,null,null,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.7429964,16.421,1051.973,0.0,null,null,null,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.7429975,15.85,1052.0173,0.0,5625.0,0.9,0.97,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.74299673,16.432,1048.839,0.024,5625.0,0.9,0.97,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.74301433,16.923,null,null,5529.0,0.94,null,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.7429935,16.365,1134.6531,null,5598.0,0.9,1.0,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.742997,null,null,null,5696.0,null,null,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.7429935,16.432,1102.82,0.0143,5625.0,0.91,0.96,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.7429935,16.477,1150.5446,null,5696.0,0.91,1.02,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.74299673,null,null,null,5529.0,0.94,0.97,213.283
CoRoT-2 b,CoRoT-2,2,1,0,2008,CoRoT,0,1.74299609,16.533,null,null,5575.0,null,null,213.283
CoRoT-20 b,CoRoT-20,1,2,0,2011,CoRoT,0,9.24323029,15.397,null,null,5880.0,1.3,null,844.061
CoRoT-20 b,CoRoT-20,1,2,0,2011,CoRoT,0,9.24285,null,1366.669,0.59,null,null,1.14,844.061
CoRoT-20 b,CoRoT-20,1,2,0,2011,CoRoT,0,9.24285,13.002,1608.2198,null,5880.0,1.34,1.11,844.061
CoRoT-20 b,CoRoT-20,1,2,0,2011,CoRoT,0,9.24285,9.42,1347.54,0.562,5880.0,1.02,1.14,844.061
CoRoT-20 b,CoRoT-20,1,2,0,2011,CoRoT,0,9.24318,11.209,1315.8162,null,null,1.16,1.1,844.061
CoRoT-20 b,CoRoT-20,1,2,0,2011,CoRoT,0,9.24285,9.416,1344.4209,0.575,5880.0,1.02,1.14,844.061
CoRoT-20 c,CoRoT-20,1,2,0,2018,Multiple Observatories,0,1675.0,null,null,0.6,null,null,1.14,844.061
CoRoT-21 b,CoRoT-21,1,1,0,2012,CoRoT,0,2.72474,14.572,705.5826,0.39,6200.0,1.95,1.29,null
CoRoT-21 b,CoRoT-21,1,1,0,2012,CoRoT,0,2.72474,14.572,718.2958,0.0,6200.0,1.95,1.29,null
CoRoT-22 b,CoRoT-22,1,1,0,2014,CoRoT,0,9.75598,4.88,12.2,0.077,5939.0,1.14,1.1,627.158
CoRoT-23 b,CoRoT-23,1,1,0,2011,CoRoT,0,3.6313,11.769,982.0947,0.16,5900.0,1.61,1.14,1060.97
CoRoT-23 b,CoRoT-23,1,1,0,2011,CoRoT,0,3.6313,13.227,972.5598,null,5900.0,1.74,1.12,1060.97
CoRoT-23 b,CoRoT-23,1,1,0,2011,CoRoT,0,3.6313,11.77,889.9,0.16,5900.0,1.61,1.14,1060.97
CoRoT-24 b,CoRoT-24,1,2,0,2014,CoRoT,0,5.1134,3.7,5.7,0.0,4950.0,0.86,0.91,591.555
CoRoT-24 c,CoRoT-24,1,2,0,2014,CoRoT,0,11.759,5.0,28.0,0.0,4950.0,0.86,0.91,591.555
CoRoT-25 b,CoRoT-25,1,1,0,2013,CoRoT,0,4.86069,12.11,85.81,0.0,6040.0,1.19,1.09,1103.48
CoRoT-25 b,CoRoT-25,1,1,0,2013,CoRoT,0,4.86069,12.106,93.12419,0.22,6040.0,1.19,1.09,1103.48
CoRoT-26 b,CoRoT-26,1,1,0,2013,CoRoT,0,4.20474,14.123,184.3414,0.41,5590.0,1.79,1.09,1045.18
CoRoT-26 b,CoRoT-26,1,1,0,2013,CoRoT,0,4.20474,14.12,165.26,0.0,5590.0,1.79,1.09,1045.18
CoRoT-27 b,CoRoT-27,1,1,0,2014,CoRoT,0,3.57532,11.287,3302.11,0.065,5900.0,1.08,1.05,1010.28
CoRoT-27 b,CoRoT-27,1,1,0,2014,CoRoT,0,3.57532,11.287,3273.649,0.034,5900.0,1.08,1.05,1010.28
CoRoT-28 b,CoRoT-28,1,1,0,2015,CoRoT,0,5.20851,10.705,152.87623,0.071,5150.0,1.78,1.01,766.183
CoRoT-28 b,CoRoT-28,1,1,0,2015,CoRoT,0,5.20851,10.705,153.82972,0.047,5150.0,1.78,1.01,766.183
CoRoT-29 b,CoRoT-29,1,1,0,2015,CoRoT,0,2.85057,10.088,266.9772,0.12,5260.0,0.9,0.97,806.507
CoRoT-29 b,CoRoT-29,1,1,0,2015,CoRoT,0,2.8505615,null,null,null,5268.0,1.08,0.9,806.507
CoRoT-29 b,CoRoT-29,1,1,0,2015,CoRoT,0,2.85057,10.088,270.1555,0.082,5260.0,0.9,0.97,806.507
CoRoT-3 b,CoRoT-3,1,1,0,2008,CoRoT,0,4.2567994,11.135,6747.5309,0.008,null,1.54,1.36,768.771
CoRoT-3 b,CoRoT-3,1,1,0,2008,CoRoT,0,null,null,null,null,6558.0,1.44,1.41,768.771
CoRoT-3 b,CoRoT-3,1,1,0,2008,CoRoT,0,4.2567994,11.624,6979.5468,null,6740.0,1.57,1.4,768.771
CoRoT-3 b,CoRoT-3,1,1,0,2008,CoRoT,0,4.2568,11.32,6883.91,0.0,6740.0,1.56,1.37,768.771
CoRoT-3 b,CoRoT-3,1,1,0,2008,CoRoT,0,4.2567994,11.321,6814.2752,0.016,6740.0,1.56,1.37,768.771
CoRoT-30 b,CoRoT-30,1,1,0,2020,CoRoT,0,9.06005,11.31,921.707,0.007,5650.0,0.91,0.98,1032.23
CoRoT-31 b,CoRoT-31,1,1,0,2020,CoRoT,0,4.62941,16.365,266.9772,0.02,5700.0,2.15,1.25,2005.76
CoRoT-35 b,CoRoT-35,1,1,0,2022,CoRoT,0,3.22748,18.831,349.61125,0.0,6390.0,1.65,1.01,1123.21
CoRoT-36 b,CoRoT-36,1,1,0,2022,CoRoT,0,5.616531,15.805,216.12332,0.0,6730.0,1.52,1.32,925.958
CoRoT-4 b,CoRoT-4,1,1,0,2008,CoRoT,0,9.20205,13.34,228.83,0.0,6190.0,1.17,1.16,726.412
CoRoT-4 b,CoRoT-4,1,1,0,2008,CoRoT,0,9.20164964,13.437,null,null,6190.0,1.12,null,726.412
CoRoT-4 b,CoRoT-4,1,1,0,2008,CoRoT,0,9.20205,13.339,223.43449,0.14,6190.0,1.17,1.16,726.412
CoRoT-4 b,CoRoT-4,1,1,0,2008,CoRoT,0,9.20205,13.002,232.33373,null,6190.0,1.15,1.19,726.412
CoRoT-5 b,CoRoT-5,1,1,0,2009,CoRoT,0,4.0379156,14.079,145.88397,null,null,1.11,0.99,882.472
CoRoT-5 b,CoRoT-5,1,1,0,2009,CoRoT,0,4.0378962,15.558,151.92274,0.087,6100.0,1.19,1.0,882.472
CoRoT-5 b,CoRoT-5,1,1,0,2009,CoRoT,0,4.0379156,null,null,null,null,null,null,882.472
CoRoT-5 b,CoRoT-5,1,1,0,2009,CoRoT,0,4.0378962,15.558,148.42,0.09,6100.0,1.19,1.0,882.472
CoRoT-5 b,CoRoT-5,1,1,0,2009,CoRoT,0,4.0378962,13.249,149.3801,null,6100.0,1.05,1.02,882.472
CoRoT-5 b,CoRoT-5,1,1,0,2009,CoRoT,0,4.03790124,18.383,null,null,6100.0,1.27,null,882.472
CoRoT-6 b,CoRoT-6,1,1,0,2009,CoRoT,0,8.8866287,null,null,null,null,null,null,645.294
CoRoT-6 b,CoRoT-6,1,1,0,2009,CoRoT,0,8.886593,13.283,940.7768,null,6090.0,1.04,1.05,645.294
CoRoT-6 b,CoRoT-6,1,1,0,2009,CoRoT,0,8.886593,13.068,940.74,0.1,6090.0,1.02,1.05,645.294
CoRoT-6 b,CoRoT-6,1,1,0,2009,CoRoT,0,8.886593,13.07,937.5985,0.18,6090.0,1.02,1.05,645.294
CoRoT-7 b,CoRoT-7,1,3,0,2009,CoRoT,0,0.8535,1.528,6.056,null,5250.0,null,0.92,159.906
CoRoT-7 b,CoRoT-7,1,3,0,2009,CoRoT,0,0.854,1.58,4.6,null,5313.0,0.84,0.88,159.906
CoRoT-7 b,CoRoT-7,1,3,0,2009,CoRoT,0,0.85359163,1.681,4.07661,0.0,5275.0,0.83,0.82,159.906
CoRoT-7 b,CoRoT-7,1,3,0,2009,CoRoT,0,0.853585,1.861,6.99226,null,5250.0,0.96,0.88,159.906
CoRoT-7 b,CoRoT-7,1,3,0,2009,CoRoT,0,0.85359159,1.585,5.74,0.0,5259.0,0.82,0.91,159.906
CoRoT-7 b,CoRoT-7,1,3,0,2009,CoRoT,0,0.853585,1.68,21.0,null,5275.0,0.87,0.93,159.906
CoRoT-7 b,CoRoT-7,1,3,0,2009,CoRoT,0,0.853585,null,4.8,0.0,5256.0,0.86,0.9,159.906
CoRoT-7 b,CoRoT-7,1,3,0,2009,CoRoT,0,0.85359165,null,4.73,0.12,5256.0,0.86,0.9,159.906
CoRoT-7 c,CoRoT-7,1,3,0,2009,CoRoT,0,3.698,null,8.4,0.0,5256.0,0.86,0.9,159.906
CoRoT-7 c,CoRoT-7,1,3,0,2009,CoRoT,0,3.697,null,13.289,null,5250.0,null,0.92,159.906
CoRoT-7 c,CoRoT-7,1,3,0,2009,CoRoT,0,3.7,null,13.56,0.12,5256.0,0.86,0.9,159.906
CoRoT-7 d,CoRoT-7,1,3,0,2022,La Silla Observatory,0,8.966,null,17.142,null,5250.0,null,0.92,159.906
CoRoT-8 b,CoRoT-8,1,1,0,2010,CoRoT,0,6.212381,6.389,69.28694,0.19,5080.0,0.77,0.88,322.037
CoRoT-8 b,CoRoT-8,1,1,0,2010,CoRoT,0,6.21229,7.981,68.65128,null,5080.0,0.9,0.88,322.037
CoRoT-8 b,CoRoT-8,1,1,0,2010,CoRoT,0,6.212445,6.938,69.28694,null,null,0.8,0.89,322.037
CoRoT-8 b,CoRoT-8,1,1,0,2010,CoRoT,0,6.21229,6.39,69.92,0.0,5080.0,0.77,0.88,322.037
CoRoT-9 b,CoRoT-9,2,1,0,2009,CoRoT,0,95.2738,11.77,266.97,0.11,5625.0,0.94,0.99,412.98
CoRoT-9 b,CoRoT-9,2,1,0,2009,CoRoT,0,95.272725,null,null,null,null,null,null,412.98
CoRoT-9 b,CoRoT-9,2,1,0,2009,CoRoT,0,95.272656,11.949,268.88418,0.134,5625.0,0.96,0.96,412.98
CoRoT-9 b,CoRoT-9,2,1,0,2009,CoRoT,0,95.2738,11.624,262.52758,null,5625.0,0.94,0.96,412.98
CoRoT-9 b,CoRoT-9,2,1,0,2009,CoRoT,0,95.272656,11.949,266.9772,0.133,5625.0,0.96,0.96,412.98
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,2017,CoRoT,0,6.71837,6.389,47.6745,null,5970.0,0.79,1.08,576.683
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,2017,CoRoT,0,6.7183678,null,null,null,5970.0,0.79,1.08,576.683
DE CVn b,DE CVn,2,1,0,2018,Multiple Facilities,0,4098.1,null,null,0.0,null,null,0.51,30.5225
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,2013,Paranal Observatory,0,246.36,null,9057.77,0.345,null,null,0.07,null
DH Tau b,DH Tau,1,1,0,2004,Subaru Telescope,0,null,null,3496.0,null,null,0.27,0.33,134.846
DH Tau b,DH Tau,1,1,0,2004,Subaru Telescope,0,null,30.264,3496.13,null,4371.0,1.37,0.68,134.846
DMPP-1 b,DMPP-1,1,4,0,2019,La Silla Observatory,0,18.57,null,null,0.083,6196.0,1.26,1.21,62.5388
DMPP-1 c,DMPP-1,1,4,0,2019,La Silla Observatory,0,6.584,null,null,0.057,6196.0,1.26,1.21,62.5388
DMPP-1 d,DMPP-1,1,4,0,2019,La Silla Observatory,0,2.882,null,null,0.07,6196.0,1.26,1.21,62.5388
DMPP-1 e,DMPP-1,1,4,0,2019,La Silla Observatory,0,5.516,null,null,0.07,6196.0,1.26,1.21,62.5388
DMPP-2 b,DMPP-2,1,1,0,2019,Multiple Facilities,0,5.2072,null,null,0.078,6500.0,1.78,1.44,137.94
DMPP-3 A b,DMPP-3 A,2,1,0,2019,La Silla Observatory,0,6.6732,null,null,0.14,5138.0,0.91,0.87,45.23
DMPP-3 A b,DMPP-3 A,2,1,0,2019,La Silla Observatory,0,6.6736,null,null,0.0,null,null,null,45.23
DMPP-4 b,DMPP-4,1,1,0,2023,Multiple Observatories,0,3.4982,null,null,0.063,6400.0,1.38,1.25,25.3284
DP Leo b,DP Leo,2,1,0,2009,Yunnan Astronomical Observatory,0,8693.0,null,1995.88832,null,null,null,null,305.684
DP Leo b,DP Leo,2,1,0,2009,Yunnan Astronomical Observatory,0,10220.0,null,null,0.39,null,null,0.69,305.684
DS Tuc A b,DS Tuc A,2,1,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.13822218,6.176,null,null,5414.0,0.95,null,44.0622
DS Tuc A b,DS Tuc A,2,1,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.1387,5.63,413.179,null,5542.0,0.87,0.96,44.0622
DS Tuc A b,DS Tuc A,2,1,0,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.138268,5.7,null,0.0,5428.0,0.96,1.01,44.0622
EPIC 201170410.02,EPIC 201170410,1,1,0,2020,K2,0,6.7987,1.047,null,0.0,3648.0,0.28,0.29,null
EPIC 201238110 b,EPIC 201238110,1,1,0,2019,K2,0,28.1696,2.2,null,null,null,0.37,null,159.259
EPIC 201238110 b,EPIC 201238110,1,1,0,2019,K2,0,28.1656,1.87,null,null,null,null,0.41,159.259
EPIC 201427007 b,EPIC 201427007,1,1,0,2021,K2,0,0.72091,1.5,null,null,5633.0,0.94,null,706.391
EPIC 201497682 b,EPIC 201497682,1,1,0,2019,K2,0,2.13174,0.692,null,null,null,null,0.78,253.026
EPIC 201595106 b,EPIC 201595106,1,1,0,2021,K2,0,0.877183,1.406,null,null,5705.0,0.93,null,232.1
EPIC 201595106 b,EPIC 201595106,1,1,0,2021,K2,0,0.877214,1.3,null,null,5820.0,0.93,null,232.1
EPIC 201595106 b,EPIC 201595106,1,1,0,2021,K2,0,0.87703,1.2,null,null,5711.17,0.99,1.02,232.1
EPIC 201615463 c,K2-166,1,2,0,2019,K2,0,3.80464,1.22,null,null,null,null,1.07,476.882
EPIC 201754305 d,K2-16,1,3,0,2019,K2,0,2.71578,1.03,null,null,null,null,0.67,334.967
EPIC 201757695.02,EPIC 201757695,1,1,0,2020,K2,0,2.0478,0.908,null,0.0,4520.0,0.66,0.73,null
EPIC 201833600 c,K2-50,1,2,0,2019,K2,0,3.96165,1.48,null,null,null,0.63,null,257.443
EPIC 201833600 c,K2-50,1,2,0,2019,K2,0,3.96151,1.0,null,null,null,null,0.61,257.443
EPIC 201841433 b,EPIC 201841433,1,1,0,2019,K2,0,4.16959,1.1,null,null,null,null,0.8,436.488
EPIC 201841433 b,EPIC 201841433,1,1,0,2019,K2,0,4.16888,1.41,null,null,null,0.63,null,436.488
EPIC 201841433 b,EPIC 201841433,1,1,0,2019,K2,0,4.1698,1.04,null,null,5053.0,0.63,0.8,436.488
EPIC 205950854 c,K2-168,1,2,0,2019,K2,0,8.0516,1.62,null,null,null,0.9,null,243.935
EPIC 205950854 c,K2-168,1,2,0,2019,K2,0,8.050722,1.31,null,null,5502.7,0.83,0.88,243.935
EPIC 205950854 c,K2-168,1,2,0,2019,K2,0,8.0468,1.18,null,null,null,null,0.91,243.935
EPIC 206024342 b,EPIC 206024342,1,3,0,2019,K2,0,4.50717,1.44,null,null,null,0.82,null,369.888
EPIC 206024342 b,EPIC 206024342,1,3,0,2019,K2,0,4.50756,1.7,null,null,null,null,0.93,369.888
EPIC 206024342 c,EPIC 206024342,1,3,0,2021,K2,0,0.911618,1.16,null,null,null,0.82,null,369.888
EPIC 206024342 c,EPIC 206024342,1,3,0,2021,K2,0,0.911724,1.4,null,null,5724.0,1.1,null,369.888
EPIC 206024342 c,EPIC 206024342,1,3,0,2021,K2,0,0.9116567,1.35,null,null,5648.0,0.94,null,369.888
EPIC 206024342 d,EPIC 206024342,1,3,0,2021,K2,0,14.6435,2.52,null,null,null,0.82,null,369.888
EPIC 206024342 d,EPIC 206024342,1,3,0,2021,K2,0,14.641541,2.94,null,null,5648.0,0.94,null,369.888
EPIC 206024342 d,EPIC 206024342,1,3,0,2021,K2,0,14.647531,2.6,null,null,5724.0,1.1,null,369.888
EPIC 206024342 d,EPIC 206024342,1,3,0,2021,K2,0,14.637,4.0,null,null,6438.0,1.5,null,369.888
EPIC 206032309 b,EPIC 206032309,1,1,0,2019,K2,0,2.87814,1.01,null,null,null,null,0.22,161.365
